,Strand,Sub-Strand,SpecificLearningOutcomes,SuggestedLearningExperiences,key_inquiry,Exceeds Expectations,Meets Expectations,Approaches Expectations,Below Expectations,grade
27,"1.0
Numbers","1.4.Subtraction
(20lessons)","subtractmultiplesof10upto90,"," Learnersinpairs/groupstomodelsubtractionusing
concreteobjects.
 Learnerstouse'-'and'='signsinwriting
subtractionsentences.
 Learnersinpairs/groupstosubtractbycountingbackwards
 Learnersinpairs/groupstosubtractusingthenumberline.
 Learnerstosolveroutineandnon-routineproblemsinvolving
subtractionofa1-digitnumberfrom a2-digitnumberbased
onbasicadditionfacts.
 Learnerstocreatesubtractionsentencesrelatedtobasic
additionfacts.
 Learnerstousetabletstoworkoutsubtractionofmultiplesof
10upto90.
 Learnersinpairs/groupstocreatepatterns
involvingsubtraction.","Howdoyou
subtractasingle
digitnumber
from a2-digit
number?","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digitnumbers
from 2-digitnumbersbasedonbasic
additionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from morethan90and
worksoutmissingnumbersinpatterns
upto100andbeyond.","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Inconsistently:modelssubtractionas
takingaway, uses, uses'-'and'='signs
towritesubtractionsentences, subtracts
singledigitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Majorinaccuraciesin:modeling
subtractionastakingaway, using'-'and'
='signstowritesubtractionsentences,
subtractingsingledigitnumbers,
subtracting1-digitnumbersfrom 2-
digitnumbersbasedonbasicaddition
facts, relatingadditionandsubtractionin
workingoutproblemsinvolvingbasic
additionfacts, subtractingmultiplesof
10from upto90andworkingout
missingnumbersinpatternsupto100.",one
28,"1.0
Numbers","1.4.Subtraction
(20lessons)","workoutmissingnumbersinpatterns
involvingsubtractionofwhole
numbersupto100."," Learnersinpairs/groupstomodelsubtractionusing
concreteobjects.
 Learnerstouse'-'and'='signsinwriting
subtractionsentences.
 Learnersinpairs/groupstosubtractbycountingbackwards
 Learnersinpairs/groupstosubtractusingthenumberline.
 Learnerstosolveroutineandnon-routineproblemsinvolving
subtractionofa1-digitnumberfrom a2-digitnumberbased
onbasicadditionfacts.
 Learnerstocreatesubtractionsentencesrelatedtobasic
additionfacts.
 Learnerstousetabletstoworkoutsubtractionofmultiplesof
10upto90.
 Learnersinpairs/groupstocreatepatterns
involvingsubtraction.","Howdoyou
subtractasingle
digitnumber
from a2-digit
number?","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digitnumbers
from 2-digitnumbersbasedonbasic
additionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from morethan90and
worksoutmissingnumbersinpatterns
upto100andbeyond.","Correctly:modelssubtractionastaking
away, uses'-'and'='signstowrite
subtractionsentences, subtractssingle
digitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Inconsistently:modelssubtractionas
takingaway, uses, uses'-'and'='signs
towritesubtractionsentences, subtracts
singledigitnumbers, subtracts1-digit
numbersfrom 2-digitnumbersbasedon
basicadditionfacts, relatesadditionand
subtractioninworkingoutproblems
involvingbasicadditionfacts, subtracts
multiplesof10from upto90andworks
outmissingnumbersinpatternsupto
100.","Majorinaccuraciesin:modeling
subtractionastakingaway, using'-'and'
='signstowritesubtractionsentences,
subtractingsingledigitnumbers,
subtracting1-digitnumbersfrom 2-
digitnumbersbasedonbasicaddition
facts, relatingadditionandsubtractionin
workingoutproblemsinvolvingbasic
additionfacts, subtractingmultiplesof
10from upto90andworkingout
missingnumbersinpatternsupto100.",one
29,"2.0
Measurement","2.1Length
(10lessons)","comparelengthofobjectsdirectly,"," Learnersinpairs/groupstocompareobjectsdirectlyto
identifyobjectswhicharelongerthan, shorterthanorsameas.
 Learnerstoplaceobjectsofequallengthindifferent
orientationsanddescribethem usingwordssuchas
longerthan, shorterthanandsameas.
 Learnersinpairs/groupstomeasurelengthsusingdifferent","A. Howdoyou
comparethe
lengthoftwo
objects?
B. Which objects
can be used to
measurethe","Correctly:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunitsandbeyond.","Correctly:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunits.","Inconsistently:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunits.","Majorinaccuraciesin:comparing
lengthdirectly, conservinglengthand
measuringlengthusingarbitraryunits.",one
30,"2.0
Measurement","2.1Length
(10lessons)","conservelengththroughmanipulation,"," Learnersinpairs/groupstocompareobjectsdirectlyto
identifyobjectswhicharelongerthan, shorterthanorsameas.
 Learnerstoplaceobjectsofequallengthindifferent
orientationsanddescribethem usingwordssuchas
longerthan, shorterthanandsameas.
 Learnersinpairs/groupstomeasurelengthsusingdifferent","A. Howdoyou
comparethe
lengthoftwo
objects?
B. Which objects
can be used to
measurethe","Correctly:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunitsandbeyond.","Correctly:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunits.","Inconsistently:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunits.","Majorinaccuraciesin:comparing
lengthdirectly, conservinglengthand
measuringlengthusingarbitraryunits.",one
31,"2.0
Measurement","2.1Length
(10lessons)",measurelengthusingarbitraryunits.," Learnersinpairs/groupstocompareobjectsdirectlyto
identifyobjectswhicharelongerthan, shorterthanorsameas.
 Learnerstoplaceobjectsofequallengthindifferent
orientationsanddescribethem usingwordssuchas
longerthan, shorterthanandsameas.
 Learnersinpairs/groupstomeasurelengthsusingdifferent","A. Howdoyou
comparethe
lengthoftwo
objects?
B. Which objects
can be used to
measurethe","Correctly:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunitsandbeyond.","Correctly:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunits.","Inconsistently:compareslengthdirectly,
conserveslengthandmeasureslength
usingarbitraryunits.","Majorinaccuraciesin:comparing
lengthdirectly, conservinglengthand
measuringlengthusingarbitraryunits.",one
32,"2.0
Measurements","2.2Mass
(10lessons)","comparemassofobjects
directly,"," Learnersinpairs/groupsusesafeobjectstoidentify
thoseheavierthan, lighterthanorsame.
 Learnerstousetwoobjectsofequalmassandabeam
balancetodemonstratethatchangeofshapedoesnot
changethemassofanobject.
 Learnersinpairs/groupstouseanidentifiedmassto
comparethemassofotherobjectsusingthewordsheavier
than, lighterthanorsameas.","A. Howcanyoucomparethemass
oftwoormoreobjects?
B. Whatwouldyoudotoshowthat
shapedoesnotchangemass?
C. Howcanyoushowthatan
objectisheavierthan, lighter
thanorsameasyour
mathematicstextbook?","Correctly:comparesmassdirectly
usingthewordsheavierthan, lighter
than, andsameas, conservesmass
throughmanipulation, measuresmass
usingarbitraryunitsandbeyond.","Correctly:comparesmassusingthe
wordsheavierthan, lighterthanand
sameas, conservesmassthrough
manipulation, measuresmassusing
arbitraryunits.","Inconsistently:comparesmassusingthe
wordsheavierthan, lighterthanand
sameas, conservesmassthrough
manipulation, measuresmassusing
arbitraryunits.","Majorinaccuraciesin:comparingmass
usingthewordsheavierthan, lighter
thanandsameas, conservingmass
throughmanipulationandmeasuring
massusingarbitraryunits.",one
33,"2.0
Measurements","2.2Mass
(10lessons)","conservemassthrough
manipulation,"," Learnersinpairs/groupsusesafeobjectstoidentify
thoseheavierthan, lighterthanorsame.
 Learnerstousetwoobjectsofequalmassandabeam
balancetodemonstratethatchangeofshapedoesnot
changethemassofanobject.
 Learnersinpairs/groupstouseanidentifiedmassto
comparethemassofotherobjectsusingthewordsheavier
than, lighterthanorsameas.","A. Howcanyoucomparethemass
oftwoormoreobjects?
B. Whatwouldyoudotoshowthat
shapedoesnotchangemass?
C. Howcanyoushowthatan
objectisheavierthan, lighter
thanorsameasyour
mathematicstextbook?","Correctly:comparesmassdirectly
usingthewordsheavierthan, lighter
than, andsameas, conservesmass
throughmanipulation, measuresmass
usingarbitraryunitsandbeyond.","Correctly:comparesmassusingthe
wordsheavierthan, lighterthanand
sameas, conservesmassthrough
manipulation, measuresmassusing
arbitraryunits.","Inconsistently:comparesmassusingthe
wordsheavierthan, lighterthanand
sameas, conservesmassthrough
manipulation, measuresmassusing
arbitraryunits.","Majorinaccuraciesin:comparingmass
usingthewordsheavierthan, lighter
thanandsameas, conservingmass
throughmanipulationandmeasuring
massusingarbitraryunits.",one
34,"2.0
Measurements","2.2Mass
(10lessons)","measuremassusing
arbitraryunits."," Learnersinpairs/groupsusesafeobjectstoidentify
thoseheavierthan, lighterthanorsame.
 Learnerstousetwoobjectsofequalmassandabeam
balancetodemonstratethatchangeofshapedoesnot
changethemassofanobject.
 Learnersinpairs/groupstouseanidentifiedmassto
comparethemassofotherobjectsusingthewordsheavier
than, lighterthanorsameas.","A. Howcanyoucomparethemass
oftwoormoreobjects?
B. Whatwouldyoudotoshowthat
shapedoesnotchangemass?
C. Howcanyoushowthatan
objectisheavierthan, lighter
thanorsameasyour
mathematicstextbook?","Correctly:comparesmassdirectly
usingthewordsheavierthan, lighter
than, andsameas, conservesmass
throughmanipulation, measuresmass
usingarbitraryunitsandbeyond.","Correctly:comparesmassusingthe
wordsheavierthan, lighterthanand
sameas, conservesmassthrough
manipulation, measuresmassusing
arbitraryunits.","Inconsistently:comparesmassusingthe
wordsheavierthan, lighterthanand
sameas, conservesmassthrough
manipulation, measuresmassusing
arbitraryunits.","Majorinaccuraciesin:comparingmass
usingthewordsheavierthan, lighter
thanandsameas, conservingmass
throughmanipulationandmeasuring
massusingarbitraryunits.",one
35,"2.0
Measurement","2.3Capacity
(12lessons)","comparecapacityofcontainersdirectly,"," Learnerstoemptyandfillwaterindifferent
containerstoestablishwhichholdsmore, whichholds
lessandwhichholdsthesame.
 Learnerstoidentifyandcomparecontainerswhich
holdsmore, lessorsameas.
 Learnerstofillcontainersofdifferentshapesandsizes
withwaterthenemptyintootherssoastoestablish
thatsomecontainerscanholdthesameamount
althoughtheirshapesaredifferent.
 Learnerstobegivenwater, samesizebasinsand
differentsmallcontainers. Thelearnerstocountthe
numberofsmallcontainerstheyusetofillthe
basin.","Question(s)
How can we find
out which of two
containers hold
more, less or same
as?","Correctly:comparescapacityofdifferent
containersusingthetermsholdsmore,
lessorsameas, conservescapacityusing
containersofdifferentshapesandsizes,
measurescapacityusingarbitraryunits
andbeyond.","Correctly:comparescapacityofdifferent
containersusingthetermsholdsmore,
lessorsameas, conservescapacityusing
containersofdifferentshapesandsizes,
measurescapacityusingarbitraryunits.","Inconsistently:comparescapacityof
differentcontainersusingthetermsholds
more, lessorsameas, conservescapacity
usingcontainersofdifferentshapesand
sizes, measurescapacityusingarbitrary
units.","Majorinaccuraciesin:comparing
capacityofdifferentcontainersusingthe
termsholdsmore, lessorsameas,
conservingcapacityusingcontainersof
differentshapesandsizes, measuring
capacityusingarbitraryunits.",one
36,"2.0
Measurement","2.3Capacity
(12lessons)","conservecapacitythroughmanipulation,"," Learnerstoemptyandfillwaterindifferent
containerstoestablishwhichholdsmore, whichholds
lessandwhichholdsthesame.
 Learnerstoidentifyandcomparecontainerswhich
holdsmore, lessorsameas.
 Learnerstofillcontainersofdifferentshapesandsizes
withwaterthenemptyintootherssoastoestablish
thatsomecontainerscanholdthesameamount
althoughtheirshapesaredifferent.
 Learnerstobegivenwater, samesizebasinsand
differentsmallcontainers. Thelearnerstocountthe
numberofsmallcontainerstheyusetofillthe
basin.","Question(s)
How can we find
out which of two
containers hold
more, less or same
as?","Correctly:comparescapacityofdifferent
containersusingthetermsholdsmore,
lessorsameas, conservescapacityusing
containersofdifferentshapesandsizes,
measurescapacityusingarbitraryunits
andbeyond.","Correctly:comparescapacityofdifferent
containersusingthetermsholdsmore,
lessorsameas, conservescapacityusing
containersofdifferentshapesandsizes,
measurescapacityusingarbitraryunits.","Inconsistently:comparescapacityof
differentcontainersusingthetermsholds
more, lessorsameas, conservescapacity
usingcontainersofdifferentshapesand
sizes, measurescapacityusingarbitrary
units.","Majorinaccuraciesin:comparing
capacityofdifferentcontainersusingthe
termsholdsmore, lessorsameas,
conservingcapacityusingcontainersof
differentshapesandsizes, measuring
capacityusingarbitraryunits.",one
37,"2.0
Measurement","2.3Capacity
(12lessons)",measurecapacityusingarbitraryunits.," Learnerstoemptyandfillwaterindifferent
containerstoestablishwhichholdsmore, whichholds
lessandwhichholdsthesame.
 Learnerstoidentifyandcomparecontainerswhich
holdsmore, lessorsameas.
 Learnerstofillcontainersofdifferentshapesandsizes
withwaterthenemptyintootherssoastoestablish
thatsomecontainerscanholdthesameamount
althoughtheirshapesaredifferent.
 Learnerstobegivenwater, samesizebasinsand
differentsmallcontainers. Thelearnerstocountthe
numberofsmallcontainerstheyusetofillthe
basin.","Question(s)
How can we find
out which of two
containers hold
more, less or same
as?","Correctly:comparescapacityofdifferent
containersusingthetermsholdsmore,
lessorsameas, conservescapacityusing
containersofdifferentshapesandsizes,
measurescapacityusingarbitraryunits
andbeyond.","Correctly:comparescapacityofdifferent
containersusingthetermsholdsmore,
lessorsameas, conservescapacityusing
containersofdifferentshapesandsizes,
measurescapacityusingarbitraryunits.","Inconsistently:comparescapacityof
differentcontainersusingthetermsholds
more, lessorsameas, conservescapacity
usingcontainersofdifferentshapesand
sizes, measurescapacityusingarbitrary
units.","Majorinaccuraciesin:comparing
capacityofdifferentcontainersusingthe
termsholdsmore, lessorsameas,
conservingcapacityusingcontainersof
differentshapesandsizes, measuring
capacityusingarbitraryunits.",one
38,"2.0
Measurement","2.4Time
(8lessons)","relatedailyactivitiestotime,"," Learnersinpairs/groupstoidentifyactivitiesthey
dointhemorning, afternoonandeveningbothat
homeandschool.
 Learnerstosingsongs/rhymesrelatedtodaysof
theweek.
 Learnersinpairs/groupstoidentifyactivitiesthat
takeplaceduringthedaysoftheweek","A. Whichdayofthe
weekdoyouraise
theschoolflag?
B. Whichdayofthe
weekdoyou
worship?","Correctly:relatesdailyactivitiesto
time, relatesdaysoftheweekwith
variousactivities, recitesdaysofthe
weekanddemonstratesmoreaspectsof
time.","Correctly:relatesdailyactivitiesto
time, relatesdaysoftheweekwith
variousactivities, andrecitesdaysofthe
week.","Inconsistently:relatesdailyactivitiesto
time, relatesdaysoftheweekwith
variousactivities, andrecitesdaysof
theweek.","Majorinaccuraciesin:relatingdaily
activitiestotime, relatingdaysof
theweekwithvariousactivities,
recitingdaysoftheweek.",one
39,"2.0
Measurement","2.4Time
(8lessons)","relatedaysoftheweekwith
variousactivities."," Learnersinpairs/groupstoidentifyactivitiesthey
dointhemorning, afternoonandeveningbothat
homeandschool.
 Learnerstosingsongs/rhymesrelatedtodaysof
theweek.
 Learnersinpairs/groupstoidentifyactivitiesthat
takeplaceduringthedaysoftheweek","A. Whichdayofthe
weekdoyouraise
theschoolflag?
B. Whichdayofthe
weekdoyou
worship?","Correctly:relatesdailyactivitiesto
time, relatesdaysoftheweekwith
variousactivities, recitesdaysofthe
weekanddemonstratesmoreaspectsof
time.","Correctly:relatesdailyactivitiesto
time, relatesdaysoftheweekwith
variousactivities, andrecitesdaysofthe
week.","Inconsistently:relatesdailyactivitiesto
time, relatesdaysoftheweekwith
variousactivities, andrecitesdaysof
theweek.","Majorinaccuraciesin:relatingdaily
activitiestotime, relatingdaysof
theweekwithvariousactivities,
recitingdaysoftheweek.",one
40,"2.0
Measurement","2.5Money
(8lessons)","identifykenyancurrencycoinsand
notesuptosh.100,"," Learnersinpairs/groupstosortoutdifferentKenyancurrency
coinsandnotesaccordingtotheirvalueuptosh.100.
 Learnerstoputtogethercoinsandnotesuptosh.100according
totheirvalueandfeatures.
 Learnersinpairs/groupstogivetheirownexperiencesin
relationtoshoppingactivities.
 Learnerstodiscussthevalueofitemsintheclassroom shopup
tosh.100.
 Learnersinpairs/groupstodiscussitemstheycannotdo
withoutandthosethatarenecessarybuttheycandowithout.
 Learnersinpairs/groupstoidentifyneedsandwants.
 Learnerstoplaydigitalgamesinvolvingneedsandwants.
 Learnerstogivetheirownexperiencesonsavingandspending
ofmoney.
 Learnerstoroleplaybuyingandsellingfrom theclassroom shop","Question(s)
How can you
identify
Kenyan
currency coins
and notes?","Correctly:identifiesKenyancurrency
coinsandnotesuptosh.100, relates
moneytogoodsandservicesand
differentiatesbetweenneedsandwants,
andbeyond.","Correctly:identifiesKenyancurrency
coinsandnotesuptosh.100, relates
moneytogoodsandservicesand
differentiatesbetweenneedsandwants.","Inconsistently:identifiesKenyan
currencycoinsandnotesuptosh.100,
relatesmoneytogoodsandservices
anddifferentiatesbetweenneedsand
wants.","Majorinaccuraciesin:identifying
Kenyancurrencycoinsandnotesup
tosh.100, relatingmoneytogoods
andservicesanddifferentiating
betweenneedsandwants.",one
41,"2.0
Measurement","2.5Money
(8lessons)","relatemoneytogoodsandservices
uptosh.100inshoppingactivities,"," Learnersinpairs/groupstosortoutdifferentKenyancurrency
coinsandnotesaccordingtotheirvalueuptosh.100.
 Learnerstoputtogethercoinsandnotesuptosh.100according
totheirvalueandfeatures.
 Learnersinpairs/groupstogivetheirownexperiencesin
relationtoshoppingactivities.
 Learnerstodiscussthevalueofitemsintheclassroom shopup
tosh.100.
 Learnersinpairs/groupstodiscussitemstheycannotdo
withoutandthosethatarenecessarybuttheycandowithout.
 Learnersinpairs/groupstoidentifyneedsandwants.
 Learnerstoplaydigitalgamesinvolvingneedsandwants.
 Learnerstogivetheirownexperiencesonsavingandspending
ofmoney.
 Learnerstoroleplaybuyingandsellingfrom theclassroom shop","Question(s)
How can you
identify
Kenyan
currency coins
and notes?","Correctly:identifiesKenyancurrency
coinsandnotesuptosh.100, relates
moneytogoodsandservicesand
differentiatesbetweenneedsandwants,
andbeyond.","Correctly:identifiesKenyancurrency
coinsandnotesuptosh.100, relates
moneytogoodsandservicesand
differentiatesbetweenneedsandwants.","Inconsistently:identifiesKenyan
currencycoinsandnotesuptosh.100,
relatesmoneytogoodsandservices
anddifferentiatesbetweenneedsand
wants.","Majorinaccuraciesin:identifying
Kenyancurrencycoinsandnotesup
tosh.100, relatingmoneytogoods
andservicesanddifferentiating
betweenneedsandwants.",one
42,"2.0
Measurement","2.5Money
(8lessons)","differentiatebetweenneedsandwants
inreallifecontext,"," Learnersinpairs/groupstosortoutdifferentKenyancurrency
coinsandnotesaccordingtotheirvalueuptosh.100.
 Learnerstoputtogethercoinsandnotesuptosh.100according
totheirvalueandfeatures.
 Learnersinpairs/groupstogivetheirownexperiencesin
relationtoshoppingactivities.
 Learnerstodiscussthevalueofitemsintheclassroom shopup
tosh.100.
 Learnersinpairs/groupstodiscussitemstheycannotdo
withoutandthosethatarenecessarybuttheycandowithout.
 Learnersinpairs/groupstoidentifyneedsandwants.
 Learnerstoplaydigitalgamesinvolvingneedsandwants.
 Learnerstogivetheirownexperiencesonsavingandspending
ofmoney.
 Learnerstoroleplaybuyingandsellingfrom theclassroom shop","Question(s)
How can you
identify
Kenyan
currency coins
and notes?","Correctly:identifiesKenyancurrency
coinsandnotesuptosh.100, relates
moneytogoodsandservicesand
differentiatesbetweenneedsandwants,
andbeyond.","Correctly:identifiesKenyancurrency
coinsandnotesuptosh.100, relates
moneytogoodsandservicesand
differentiatesbetweenneedsandwants.","Inconsistently:identifiesKenyan
currencycoinsandnotesuptosh.100,
relatesmoneytogoodsandservices
anddifferentiatesbetweenneedsand
wants.","Majorinaccuraciesin:identifying
Kenyancurrencycoinsandnotesup
tosh.100, relatingmoneytogoods
andservicesanddifferentiating
betweenneedsandwants.",one
43,"2.0
Measurement","2.5Money
(8lessons)","appreciatespendingandsavinginreal
lifesituations."," Learnersinpairs/groupstosortoutdifferentKenyancurrency
coinsandnotesaccordingtotheirvalueuptosh.100.
 Learnerstoputtogethercoinsandnotesuptosh.100according
totheirvalueandfeatures.
 Learnersinpairs/groupstogivetheirownexperiencesin
relationtoshoppingactivities.
 Learnerstodiscussthevalueofitemsintheclassroom shopup
tosh.100.
 Learnersinpairs/groupstodiscussitemstheycannotdo
withoutandthosethatarenecessarybuttheycandowithout.
 Learnersinpairs/groupstoidentifyneedsandwants.
 Learnerstoplaydigitalgamesinvolvingneedsandwants.
 Learnerstogivetheirownexperiencesonsavingandspending
ofmoney.
 Learnerstoroleplaybuyingandsellingfrom theclassroom shop","Question(s)
How can you
identify
Kenyan
currency coins
and notes?","Correctly:identifiesKenyancurrency
coinsandnotesuptosh.100, relates
moneytogoodsandservicesand
differentiatesbetweenneedsandwants,
andbeyond.","Correctly:identifiesKenyancurrency
coinsandnotesuptosh.100, relates
moneytogoodsandservicesand
differentiatesbetweenneedsandwants.","Inconsistently:identifiesKenyan
currencycoinsandnotesuptosh.100,
relatesmoneytogoodsandservices
anddifferentiatesbetweenneedsand
wants.","Majorinaccuraciesin:identifying
Kenyancurrencycoinsandnotesup
tosh.100, relatingmoneytogoods
andservicesanddifferentiating
betweenneedsandwants.",one
44,"3.0
Geometry","3.1Lines
(6lessons)","drawstraightlinesforapplication
inreallife,"," Learnerstostandbehindoneanotherfacingthesamesideand
identifywhattheyhaveformedasastraightline.
 Learnersinpairs/groupstomarktwopointsonthegroundandusinga
sticktodrawalinejoiningthetwopointstocomeupwithastraight
line.
 Learnerstopracticedrawingstraightlinesonthegroundandin
theirbooks.
 Learnersingroupstoform asemi-circleandoneofthem todrawa","What types of
lines are there?","Correctlydrawsstraightandcurved
linesandalsoothertypesoflines.",Correctlydrawsstraightandcurvedlines.,"Inconsistentlydrawsstraightandcurved
lines.","Majorinaccuraciesindrawingstraight
andcurvedlines.",one
45,"3.0
Geometry","3.1Lines
(6lessons)","drawcurvedlinesforapplication
inreallifesituations."," Learnerstostandbehindoneanotherfacingthesamesideand
identifywhattheyhaveformedasastraightline.
 Learnersinpairs/groupstomarktwopointsonthegroundandusinga
sticktodrawalinejoiningthetwopointstocomeupwithastraight
line.
 Learnerstopracticedrawingstraightlinesonthegroundandin
theirbooks.
 Learnersingroupstoform asemi-circleandoneofthem todrawa","What types of
lines are there?","Correctlydrawsstraightandcurved
linesandalsoothertypesoflines.",Correctlydrawsstraightandcurvedlines.,"Inconsistentlydrawsstraightandcurved
lines.","Majorinaccuraciesindrawingstraight
andcurvedlines.",one
46,"3.0
Geometry","3.2Shapes
(6lessons)","identifyrectangles, circlesandtrianglesin
theenvironment,"," Learnersinpairs/groupstosortandgroupdifferent
shapeusingoneattribute.
 Learnersinpairs/groupsdiscussthetypesoflinesthat
makerectangles, circles, trianglesandnamethem.
 Learnersworkingindividuallytomakepatternsof
theirchoiceusingthethreeshapes.","What shapes
can you
identify in
your school?","Correctlyidentifiesshapesand
makespatternsusingrectangles,
circles, trianglesandothershapes.","Correctlyidentifiesshapesand
makespatternsusingrectangles,
circlesandtriangles.","Inconsistentlyidentifiesshapesand
makespatternsusingrectangles, circles
andtriangles","Majorinaccuraciesinidentifying
shapesandmakingpatternsusing
rectangles, circlesandtriangles.",one
47,"3.0
Geometry","3.2Shapes
(6lessons)","makepatternsinvolvingrectangles, circles
andtriangles,"," Learnersinpairs/groupstosortandgroupdifferent
shapeusingoneattribute.
 Learnersinpairs/groupsdiscussthetypesoflinesthat
makerectangles, circles, trianglesandnamethem.
 Learnersworkingindividuallytomakepatternsof
theirchoiceusingthethreeshapes.","What shapes
can you
identify in
your school?","Correctlyidentifiesshapesand
makespatternsusingrectangles,
circles, trianglesandothershapes.","Correctlyidentifiesshapesand
makespatternsusingrectangles,
circlesandtriangles.","Inconsistentlyidentifiesshapesand
makespatternsusingrectangles, circles
andtriangles","Majorinaccuraciesinidentifying
shapesandmakingpatternsusing
rectangles, circlesandtriangles.",one
48,"3.0
Geometry","3.2Shapes
(6lessons)","appreciatethebeautyofpatternsinthe
environment."," Learnersinpairs/groupstosortandgroupdifferent
shapeusingoneattribute.
 Learnersinpairs/groupsdiscussthetypesoflinesthat
makerectangles, circles, trianglesandnamethem.
 Learnersworkingindividuallytomakepatternsof
theirchoiceusingthethreeshapes.","What shapes
can you
identify in
your school?","Correctlyidentifiesshapesand
makespatternsusingrectangles,
circles, trianglesandothershapes.","Correctlyidentifiesshapesand
makespatternsusingrectangles,
circlesandtriangles.","Inconsistentlyidentifiesshapesand
makespatternsusingrectangles, circles
andtriangles","Majorinaccuraciesinidentifying
shapesandmakingpatternsusing
rectangles, circlesandtriangles.",one
